party_identifier,event_count,rera_complaint_count,mutation_rejection_count,cpgrams_escalation_count,cersai_flag_count,avg_days_between_events,multi_portal_escalation_score,events_last_30_days,events_last_60_days,state,district,predicted_dispute_type,label
PID-19861,3,0,2,0,0,40.5,0.6,1,1,Karnataka,Bengaluru Urban,property_ownership,0
PID-88008,3,0,2,0,0,83.0,0.4,1,1,Kerala,Kozhikode,rent_tenancy,0
PID-88899,1,1,0,0,0,999,0.2,1,1,Maharashtra,Nashik,rent_tenancy,0
PID-30408,8,3,3,0,0,9.9,1.0,1,5,Delhi,East Delhi,rent_tenancy,1
PID-98630,3,1,1,0,0,84.0,0.4,1,1,Uttar Pradesh,Noida,rent_tenancy,0
PID-91159,6,0,0,2,1,9.4,0.8,3,6,Tamil Nadu,Tiruchirappalli,consumer,1
PID-73543,3,0,0,2,0,67.0,0.4,1,1,Bihar,Gaya,consumer,0
PID-11261,8,4,0,0,0,16.9,0.8,1,3,Madhya Pradesh,Gwalior,property_ownership,1
PID-75615,1,0,0,0,0,999,0.2,1,1,West Bengal,Howrah,property_boundary,0
PID-94555,4,1,1,1,0,16.3,0.8,1,2,Madhya Pradesh,Ujjain,rent_tenancy,1
PID-36657,2,0,0,0,0,46.0,0.4,1,1,Kerala,Kozhikode,rent_tenancy,0
PID-40107,3,1,0,0,0,13.0,0.4,1,3,Telangana,Khammam,property_ownership,1
PID-32409,4,1,1,0,0,16.0,0.8,2,4,West Bengal,Siliguri,rent_tenancy,1
PID-70941,2,1,0,0,0,64.0,0.4,1,1,Punjab,Jalandhar,property_boundary,0
PID-97482,2,0,0,2,0,83.0,0.4,1,1,Karnataka,Hubli-Dharwad,consumer,0
PID-54351,8,3,1,1,0,15.3,0.6,3,5,Haryana,Ambala,property_ownership,1
PID-66626,4,1,0,0,1,18.0,0.8,2,3,Rajasthan,Ajmer,property_ownership,1
PID-68931,4,1,1,1,0,15.0,0.8,3,4,Punjab,Amritsar,property_boundary,1
PID-46036,3,0,0,1,0,19.5,0.4,1,3,Uttar Pradesh,Varanasi,other_civil,1
PID-35370,1,0,0,0,0,999,0.2,1,1,Bihar,Patna,neighbourhood,0
PID-90744,7,1,1,0,0,9.8,1.0,1,3,Delhi,Central Delhi,rent_tenancy,1
PID-77508,5,0,2,0,1,11.2,0.6,3,5,Haryana,Karnal,property_ownership,1
PID-24745,3,0,2,0,0,79.5,0.6,1,1,Telangana,Hyderabad,property_boundary,0
PID-92557,7,1,0,1,1,18.2,1.0,2,3,Maharashtra,Nagpur,property_ownership,1
PID-99534,4,2,0,0,1,16.7,0.4,2,3,Uttar Pradesh,Kanpur,property_boundary,1
PID-87032,5,1,0,2,0,12.5,0.6,2,4,Tamil Nadu,Coimbatore,property_ownership,1
PID-62776,3,1,0,0,0,75.0,0.6,1,1,Gujarat,Rajkot,rent_tenancy,0
PID-98206,3,0,1,1,0,81.5,0.2,1,1,Punjab,Jalandhar,property_boundary,0
PID-35198,3,0,0,1,0,4.5,0.4,3,3,Madhya Pradesh,Bhopal,consumer,1
PID-93321,3,0,0,0,0,56.5,0.4,1,1,Tamil Nadu,Tiruchirappalli,contract_breach,0
PID-97274,8,3,0,2,0,13.1,0.8,1,4,Kerala,Kannur,property_ownership,1
PID-91117,4,0,0,0,0,11.0,0.6,3,4,Andhra Pradesh,Visakhapatnam,employment,1
PID-98301,4,0,0,1,1,15.0,0.4,2,3,Andhra Pradesh,Visakhapatnam,consumer,1
PID-54793,8,1,0,0,1,10.0,0.8,1,2,West Bengal,Howrah,property_ownership,1
PID-24459,7,2,0,0,0,16.2,0.8,1,3,Maharashtra,Nashik,property_ownership,1
PID-68800,2,0,0,0,0,40.0,0.2,1,1,West Bengal,Siliguri,contract_breach,0
PID-62828,3,0,0,1,1,66.5,0.6,1,1,Tamil Nadu,Chennai,other_civil,0
PID-51409,2,0,0,0,0,80.0,0.2,1,1,Telangana,Warangal,contract_breach,0
PID-85132,4,0,0,1,0,15.3,0.8,2,4,Telangana,Warangal,neighbourhood,1
PID-25344,7,1,1,0,0,12.2,0.8,2,3,Madhya Pradesh,Indore,property_ownership,1
PID-41766,3,2,1,0,0,74.5,0.4,1,1,Rajasthan,Kota,rent_tenancy,0
PID-22553,3,0,1,0,1,55.5,0.4,1,2,Telangana,Nizamabad,property_ownership,0
PID-33681,3,1,0,1,0,63.0,0.6,1,1,Delhi,South Delhi,rent_tenancy,0
PID-46331,3,0,1,0,0,47.0,0.4,1,1,Punjab,Ludhiana,property_boundary,0
PID-21551,6,1,1,0,2,15.2,1.0,1,4,Kerala,Kozhikode,rent_tenancy,1
PID-50488,2,0,1,0,1,33.0,0.4,1,2,Haryana,Panipat,property_ownership,0
PID-76350,3,0,0,1,0,65.5,0.4,1,1,Uttar Pradesh,Noida,consumer,0
PID-80745,7,2,0,2,1,14.5,0.8,2,4,Telangana,Khammam,rent_tenancy,1
PID-11916,1,0,0,0,0,999,0.2,1,1,Delhi,East Delhi,consumer,0
PID-65381,6,1,1,1,1,16.0,0.8,1,2,Madhya Pradesh,Jabalpur,property_ownership,1
PID-10261,1,0,0,0,0,999,0.2,1,1,West Bengal,Siliguri,other_civil,0
PID-20237,7,1,0,0,1,10.7,0.6,4,6,Madhya Pradesh,Jabalpur,property_ownership,1
PID-79737,1,0,0,0,1,999,0.2,1,1,Karnataka,Hubli-Dharwad,other_civil,0
PID-25807,3,0,1,0,0,75.5,0.6,1,1,Andhra Pradesh,Guntur,property_boundary,0
PID-14288,1,0,0,0,0,999,0.2,1,1,Haryana,Karnal,family_inheritance,0
PID-32304,7,2,0,0,0,14.5,0.8,3,5,Bihar,Darbhanga,property_boundary,1
PID-54347,4,0,0,1,1,13.3,0.6,3,4,West Bengal,Kolkata,other_civil,1
PID-47188,3,2,0,0,0,62.0,0.4,1,1,Punjab,Patiala,property_ownership,0
PID-14015,1,0,0,1,0,999,0.2,1,1,Andhra Pradesh,Nellore,other_civil,0
PID-34605,2,0,0,1,0,55.0,0.2,1,1,Kerala,Kozhikode,neighbourhood,0
PID-50371,4,0,0,0,2,15.7,0.6,2,4,Gujarat,Ahmedabad,other_civil,1
PID-91248,5,1,1,2,0,19.5,0.8,2,3,Gujarat,Rajkot,property_ownership,1
PID-33410,2,1,0,0,1,41.0,0.4,1,1,Maharashtra,Pune,property_ownership,0
PID-49422,4,2,0,0,0,15.3,0.6,1,3,Andhra Pradesh,Guntur,property_boundary,1
PID-90657,5,0,0,1,1,18.5,0.2,2,3,Madhya Pradesh,Jabalpur,neighbourhood,1
PID-22377,2,0,1,0,0,36.0,0.4,1,1,Kerala,Kannur,property_boundary,0
PID-39158,1,0,1,0,0,999,0.2,1,1,Gujarat,Ahmedabad,property_boundary,0
PID-74345,2,1,1,0,0,51.0,0.4,1,1,Kerala,Thrissur,property_ownership,0
PID-87630,5,0,0,0,1,13.0,0.6,2,5,Tamil Nadu,Coimbatore,contract_breach,1
PID-84007,4,2,0,1,1,17.7,0.6,2,3,Telangana,Khammam,property_ownership,1
PID-50595,5,2,0,0,0,8.0,0.6,1,5,Andhra Pradesh,Visakhapatnam,rent_tenancy,1
PID-78810,3,1,1,0,0,61.5,0.4,1,1,Karnataka,Belagavi,property_ownership,0
PID-60061,1,1,0,0,0,999,0.2,1,1,Gujarat,Gandhinagar,rent_tenancy,0
PID-60466,8,2,0,2,3,14.3,0.8,1,3,Telangana,Hyderabad,property_boundary,1
PID-60986,4,0,0,0,2,19.7,0.6,2,3,Kerala,Thiruvananthapuram,property_boundary,1
PID-23749,3,0,0,0,1,49.0,0.6,1,1,Maharashtra,Nashik,other_civil,0
PID-47807,1,1,0,0,0,999,0.2,1,1,West Bengal,Kolkata,property_boundary,0
PID-37267,1,0,0,0,0,999,0.2,1,1,Delhi,South Delhi,neighbourhood,0
PID-80975,2,1,0,0,0,47.0,0.4,1,2,Punjab,Jalandhar,rent_tenancy,0
PID-58784,1,0,1,0,0,999,0.2,1,1,Maharashtra,Thane,property_ownership,0
PID-18205,2,0,1,0,0,85.0,0.4,1,1,Tamil Nadu,Madurai,property_ownership,0
PID-46940,3,1,1,0,0,78.5,0.4,1,1,Gujarat,Ahmedabad,rent_tenancy,0
PID-96399,1,0,0,0,0,999,0.2,1,1,Tamil Nadu,Tiruchirappalli,property_boundary,0
PID-30768,2,0,0,0,1,40.0,0.2,1,1,Karnataka,Bengaluru Urban,property_ownership,0
PID-15358,1,0,0,0,0,999,0.2,1,1,Punjab,Chandigarh,property_boundary,0
PID-86519,2,2,0,0,0,60.0,0.2,1,1,Gujarat,Rajkot,rent_tenancy,0
PID-35869,8,1,0,1,2,10.6,1.0,3,5,Tamil Nadu,Coimbatore,rent_tenancy,1
PID-53592,1,0,0,0,0,999,0.2,1,1,Punjab,Amritsar,other_civil,0
PID-94063,1,0,0,1,0,999,0.2,1,1,Maharashtra,Thane,neighbourhood,0
PID-10281,1,0,0,0,0,999,0.2,1,1,Haryana,Gurugram,contract_breach,0
PID-85011,2,1,0,0,0,66.0,0.4,1,1,Kerala,Thiruvananthapuram,property_ownership,0
PID-85511,2,1,0,0,0,65.0,0.4,1,1,Gujarat,Rajkot,property_boundary,0
PID-90849,6,0,1,0,1,10.4,0.4,2,5,Kerala,Kochi,property_ownership,1
PID-87674,8,0,1,1,1,19.3,0.6,2,4,Rajasthan,Ajmer,property_ownership,1
PID-68444,3,0,0,0,0,11.0,0.4,1,3,Bihar,Darbhanga,property_boundary,1
PID-37763,5,2,0,0,0,12.0,0.8,2,4,Haryana,Ambala,property_ownership,1
PID-67119,8,2,0,1,1,15.0,0.8,1,3,Tamil Nadu,Coimbatore,property_ownership,1
PID-27407,4,0,1,0,1,17.3,0.4,1,3,Haryana,Karnal,property_boundary,1
PID-68315,2,0,1,0,0,81.0,0.4,1,1,Uttar Pradesh,Kanpur,property_boundary,0
PID-69271,2,0,1,1,0,66.0,0.2,1,1,Punjab,Ludhiana,property_ownership,0
PID-39394,2,0,0,1,0,49.0,0.4,1,1,Punjab,Patiala,other_civil,0
PID-72847,5,1,0,0,0,17.2,0.6,2,3,Karnataka,Hubli-Dharwad,property_boundary,1
PID-53053,1,0,0,0,0,999,0.2,1,1,Karnataka,Hubli-Dharwad,money_loan,0
PID-64570,3,1,0,1,0,56.0,0.6,1,1,Andhra Pradesh,Vijayawada,rent_tenancy,0
PID-48889,3,0,1,1,0,55.0,0.4,1,2,Bihar,Bhagalpur,rent_tenancy,0
PID-96611,1,0,0,0,0,999,0.2,1,1,Haryana,Ambala,property_ownership,0
PID-86822,1,0,0,0,0,999,0.2,1,1,Bihar,Muzaffarpur,consumer,0
PID-43743,3,0,1,0,1,14.0,0.6,2,3,Karnataka,Mangaluru,property_boundary,1
PID-67001,3,1,1,0,0,10.5,0.6,1,3,Madhya Pradesh,Gwalior,property_ownership,1
PID-81139,3,1,0,0,0,60.5,0.4,1,1,Karnataka,Mangaluru,property_boundary,0
PID-27131,3,2,0,0,0,35.5,0.4,1,2,Haryana,Karnal,property_boundary,0
PID-85368,3,0,0,0,1,64.5,0.4,1,2,Punjab,Amritsar,money_loan,0
PID-82423,5,2,0,0,0,18.5,0.6,2,3,Gujarat,Vadodara,property_ownership,1
PID-51856,2,1,0,1,0,50.0,0.4,1,1,West Bengal,Siliguri,rent_tenancy,0
PID-97347,1,0,0,0,0,999,0.2,1,1,Bihar,Darbhanga,contract_breach,0
PID-66657,1,0,0,0,0,999,0.2,1,1,Karnataka,Belagavi,employment,0
PID-12506,4,1,0,1,0,8.0,0.6,1,4,Tamil Nadu,Salem,property_boundary,1
PID-39921,3,2,0,0,0,49.5,0.4,1,1,Maharashtra,Nagpur,property_boundary,0
PID-77178,2,1,0,0,0,51.0,0.4,1,1,Delhi,South Delhi,property_ownership,0
PID-13794,4,2,0,0,2,13.7,0.6,1,3,Bihar,Darbhanga,property_ownership,1
PID-76773,3,1,0,0,1,23.5,0.6,1,2,Kerala,Kozhikode,rent_tenancy,1
PID-90949,3,0,0,0,0,65.5,0.4,1,1,West Bengal,Siliguri,consumer,0
PID-58254,3,0,0,0,1,43.0,0.6,1,2,Tamil Nadu,Tiruchirappalli,rent_tenancy,0
PID-98257,4,0,1,2,0,17.7,0.4,1,3,Rajasthan,Jodhpur,property_boundary,1
PID-21128,1,0,0,0,0,999,0.2,1,1,Telangana,Khammam,employment,0
PID-36528,1,0,0,0,0,999,0.2,1,1,Tamil Nadu,Tiruchirappalli,property_boundary,0
PID-33729,6,1,2,0,0,11.4,0.8,1,3,Tamil Nadu,Madurai,rent_tenancy,1
PID-86306,2,1,0,1,0,65.0,0.4,1,1,Gujarat,Surat,rent_tenancy,0
PID-27985,4,1,0,0,1,8.3,0.6,1,4,Rajasthan,Udaipur,property_ownership,1
PID-82663,1,1,0,0,0,999,0.2,1,1,Delhi,North Delhi,property_ownership,0
PID-69612,5,1,2,0,0,14.8,0.6,1,4,Kerala,Thiruvananthapuram,property_ownership,1
PID-53361,6,0,0,0,1,16.8,0.6,1,3,Uttar Pradesh,Varanasi,money_loan,1
PID-34355,1,0,0,0,0,999,0.2,1,1,Bihar,Bhagalpur,property_ownership,0
PID-54619,6,2,0,0,1,13.2,0.6,1,2,Uttar Pradesh,Noida,property_boundary,1
PID-95922,3,0,1,0,1,39.5,0.4,1,2,Maharashtra,Mumbai,property_ownership,0
PID-98690,5,2,0,0,0,12.5,0.6,3,5,Delhi,North Delhi,rent_tenancy,1
PID-10601,3,0,0,1,0,78.5,0.4,1,1,Gujarat,Gandhinagar,other_civil,0
PID-47342,2,0,0,1,0,46.0,0.4,1,2,Karnataka,Hubli-Dharwad,neighbourhood,0
PID-25728,3,0,1,0,0,13.0,0.4,2,3,Gujarat,Ahmedabad,rent_tenancy,1
PID-96359,1,0,0,0,0,999,0.2,1,1,Delhi,Central Delhi,contract_breach,0
PID-78230,1,0,0,0,0,999,0.2,1,1,Bihar,Muzaffarpur,property_boundary,0
PID-27548,6,0,0,2,1,16.8,0.6,1,3,Madhya Pradesh,Jabalpur,neighbourhood,1
PID-98780,2,0,0,0,1,79.0,0.4,1,1,Karnataka,Belagavi,other_civil,0
PID-89926,2,0,1,1,0,50.0,0.4,1,1,Punjab,Ludhiana,rent_tenancy,0
PID-46509,6,0,2,0,1,14.6,0.6,2,4,Rajasthan,Jodhpur,property_boundary,1
PID-12974,1,0,0,0,0,999,0.2,1,1,West Bengal,Asansol,property_ownership,0
PID-26012,1,0,0,0,0,999,0.2,1,1,Maharashtra,Nagpur,family_inheritance,0
PID-48492,3,1,0,0,0,68.0,0.6,1,1,Delhi,East Delhi,property_boundary,0
PID-89909,6,2,1,0,0,19.2,0.8,2,4,West Bengal,Durgapur,property_boundary,1
PID-27864,3,1,0,0,1,57.5,0.4,1,1,Tamil Nadu,Madurai,property_ownership,0
PID-78888,7,1,0,3,0,19.5,0.8,2,3,Delhi,North Delhi,property_ownership,1
PID-24227,1,0,0,0,1,999,0.2,1,1,West Bengal,Durgapur,consumer,0
PID-54231,8,4,1,0,0,15.4,0.8,2,4,Uttar Pradesh,Varanasi,property_boundary,1
PID-61102,2,0,0,0,0,47.0,0.2,1,2,Bihar,Gaya,rent_tenancy,0
PID-35999,3,0,1,0,0,62.5,0.4,1,1,Gujarat,Gandhinagar,rent_tenancy,0
PID-26726,1,1,0,0,0,999,0.2,1,1,Tamil Nadu,Salem,property_ownership,0
PID-80910,7,1,1,0,1,18.5,1.0,1,3,Andhra Pradesh,Tirupati,property_ownership,1
PID-62079,3,0,1,0,1,52.0,0.4,1,1,Bihar,Darbhanga,rent_tenancy,0
PID-28361,1,0,0,0,1,999,0.2,1,1,Gujarat,Gandhinagar,contract_breach,0
PID-43346,2,0,0,1,0,58.0,0.2,1,1,Punjab,Amritsar,neighbourhood,0
PID-11290,3,1,1,0,0,17.5,0.6,1,2,Tamil Nadu,Salem,rent_tenancy,1
PID-65654,3,0,0,1,0,55.0,0.4,1,1,Rajasthan,Kota,neighbourhood,0
PID-49040,3,1,0,1,0,42.5,0.4,1,1,Uttar Pradesh,Noida,rent_tenancy,0
PID-99455,4,0,0,1,0,17.0,0.6,1,3,Gujarat,Ahmedabad,neighbourhood,1
PID-92823,3,0,1,1,0,56.0,0.4,1,1,Telangana,Warangal,rent_tenancy,0
PID-73992,5,2,1,0,0,11.5,0.8,3,5,Bihar,Bhagalpur,property_boundary,1
PID-93851,7,3,0,0,0,12.8,0.8,1,4,Gujarat,Vadodara,property_ownership,1
PID-57301,4,2,0,0,0,13.3,0.6,3,4,Uttar Pradesh,Noida,rent_tenancy,1
PID-99861,4,0,1,0,0,12.7,0.4,3,4,Karnataka,Hubli-Dharwad,property_boundary,1
PID-59982,8,0,1,1,3,14.0,0.6,1,4,Telangana,Khammam,rent_tenancy,1
PID-80144,1,0,0,0,0,999,0.2,1,1,Delhi,West Delhi,neighbourhood,0
PID-86672,2,1,0,0,0,48.0,0.4,1,1,Gujarat,Surat,property_boundary,0
PID-39011,3,2,0,0,0,54.5,0.4,1,1,Maharashtra,Pune,rent_tenancy,0
PID-33095,2,1,0,0,0,69.0,0.4,1,1,Gujarat,Rajkot,property_boundary,0
PID-46093,2,0,2,0,0,30.0,0.4,1,2,Delhi,South Delhi,rent_tenancy,0
PID-21327,1,0,0,0,0,999,0.2,1,1,Punjab,Amritsar,employment,0
PID-86736,3,0,0,0,0,74.5,0.4,1,1,Uttar Pradesh,Kanpur,contract_breach,0
PID-12641,3,0,0,0,0,7.5,0.6,3,3,Punjab,Jalandhar,neighbourhood,1
PID-27065,6,1,0,0,2,8.8,0.6,4,6,Kerala,Thrissur,property_ownership,1
PID-50557,3,0,1,1,0,75.0,0.6,1,1,Andhra Pradesh,Guntur,property_boundary,0
PID-61186,2,1,0,1,0,37.0,0.4,1,2,West Bengal,Howrah,property_ownership,0
PID-94518,5,0,1,0,1,6.2,0.8,1,5,Gujarat,Gandhinagar,rent_tenancy,1
PID-86577,3,2,0,0,0,13.5,0.4,1,3,Karnataka,Hubli-Dharwad,rent_tenancy,1
PID-95278,8,3,1,0,0,12.6,0.8,2,4,Tamil Nadu,Salem,property_boundary,1
PID-20245,6,2,0,1,1,13.6,0.6,2,4,Delhi,West Delhi,property_ownership,1
PID-17092,5,2,1,0,0,14.2,0.6,2,4,West Bengal,Kolkata,property_boundary,1
PID-78746,1,1,0,0,0,999,0.2,1,1,Tamil Nadu,Salem,rent_tenancy,0
PID-74900,3,1,1,0,0,71.0,0.6,1,1,Andhra Pradesh,Nellore,property_ownership,0
PID-74450,2,0,0,0,0,60.0,0.4,1,1,West Bengal,Kolkata,other_civil,0
PID-48456,3,0,0,1,0,33.5,0.4,1,1,Madhya Pradesh,Indore,other_civil,0
PID-32658,8,3,3,0,0,15.1,0.6,3,4,West Bengal,Howrah,property_ownership,1
PID-40219,1,0,0,0,0,999,0.2,1,1,Maharashtra,Mumbai,property_boundary,0
PID-27897,2,0,1,0,1,43.0,0.2,1,1,Andhra Pradesh,Guntur,property_boundary,0
PID-52385,3,1,0,0,1,8.5,0.4,3,3,Delhi,West Delhi,property_ownership,1
PID-16389,3,0,0,0,1,13.5,0.4,1,3,Andhra Pradesh,Nellore,property_boundary,1
PID-48955,7,1,0,1,0,9.7,0.6,1,4,Haryana,Karnal,property_ownership,1
PID-53639,3,1,0,0,1,72.5,0.6,1,1,Gujarat,Vadodara,property_ownership,0
PID-51719,3,1,0,0,2,39.5,0.6,1,2,Telangana,Warangal,property_boundary,0
PID-46814,2,0,1,0,0,31.0,0.4,1,2,Madhya Pradesh,Ujjain,property_boundary,0
PID-49775,2,1,0,1,0,40.0,0.4,1,2,Rajasthan,Ajmer,property_ownership,0
PID-73065,8,1,0,2,1,12.6,1.0,2,4,Andhra Pradesh,Vijayawada,property_ownership,1
PID-27322,7,2,1,1,0,12.2,1.0,2,4,Tamil Nadu,Coimbatore,property_boundary,1
PID-68495,2,1,0,0,0,59.0,0.4,1,1,Rajasthan,Udaipur,rent_tenancy,0
PID-72452,2,0,0,0,0,87.0,0.4,1,1,Andhra Pradesh,Guntur,consumer,0
PID-86935,1,0,0,0,0,999,0.2,1,1,Andhra Pradesh,Nellore,money_loan,0
PID-46592,5,0,0,1,1,11.2,0.6,1,3,Telangana,Karimnagar,other_civil,1
PID-20312,3,0,1,0,1,13.0,0.4,3,3,Karnataka,Belagavi,property_boundary,1
PID-68377,1,0,0,0,0,999,0.2,1,1,Delhi,South Delhi,contract_breach,0
PID-38468,4,0,2,0,0,18.7,0.4,1,3,Punjab,Amritsar,property_ownership,1
PID-69871,7,2,0,0,0,10.8,0.8,3,6,Kerala,Kochi,rent_tenancy,1
PID-24265,3,0,1,0,0,54.5,0.6,1,1,Rajasthan,Ajmer,rent_tenancy,0
PID-26382,3,2,1,0,0,14.5,0.4,1,3,Kerala,Thrissur,property_boundary,1
PID-87004,2,1,0,0,1,54.0,0.4,1,1,Uttar Pradesh,Agra,rent_tenancy,0
PID-80173,1,0,0,0,1,999,0.2,1,1,Andhra Pradesh,Nellore,property_ownership,0
PID-34009,8,0,3,0,0,15.3,0.8,1,3,Rajasthan,Kota,property_ownership,1
PID-15366,2,0,0,1,0,48.0,0.4,1,1,Gujarat,Vadodara,other_civil,0
PID-95739,3,1,1,0,0,61.0,0.4,1,1,Uttar Pradesh,Agra,property_ownership,0
PID-67728,1,0,0,0,0,999,0.2,1,1,Andhra Pradesh,Visakhapatnam,money_loan,0
PID-86287,3,1,0,0,0,53.5,0.6,1,1,Gujarat,Gandhinagar,property_boundary,0
PID-52826,4,1,1,0,1,12.3,0.6,3,4,Uttar Pradesh,Varanasi,property_ownership,1
PID-90696,1,0,0,0,0,999,0.2,1,1,Bihar,Bhagalpur,rent_tenancy,0
PID-90777,3,1,0,1,0,59.5,0.6,1,1,West Bengal,Durgapur,property_boundary,0
PID-22057,2,0,1,0,0,41.0,0.2,1,2,Haryana,Faridabad,rent_tenancy,0
PID-36439,3,0,1,1,0,53.5,0.4,1,1,Gujarat,Ahmedabad,property_ownership,0
PID-26439,2,0,0,0,1,70.0,0.2,1,1,Uttar Pradesh,Agra,family_inheritance,0
PID-84855,3,0,0,1,0,69.5,0.4,1,1,Bihar,Bhagalpur,neighbourhood,0
PID-68956,3,0,1,0,0,75.5,0.4,1,1,Delhi,North Delhi,property_boundary,0
PID-78430,8,0,0,1,1,14.0,0.8,1,3,Gujarat,Surat,consumer,1
PID-26538,2,0,0,0,0,37.0,0.4,1,2,Rajasthan,Udaipur,family_inheritance,0
PID-97042,3,1,0,0,1,76.5,0.6,1,1,Madhya Pradesh,Bhopal,property_ownership,0
PID-22046,2,0,0,0,0,57.0,0.4,1,1,Tamil Nadu,Salem,consumer,0
PID-37161,3,0,0,0,0,78.0,0.4,1,1,Bihar,Gaya,property_boundary,0
PID-76406,2,1,0,0,0,63.0,0.4,1,1,Andhra Pradesh,Guntur,rent_tenancy,0
PID-43838,6,0,0,1,1,17.8,0.6,1,3,Andhra Pradesh,Nellore,other_civil,1
PID-27249,3,0,0,1,0,57.5,0.4,1,1,Uttar Pradesh,Lucknow,consumer,0
PID-96096,4,0,0,1,0,11.3,0.8,2,4,Maharashtra,Pune,other_civil,1
PID-65995,2,1,0,0,0,57.0,0.4,1,1,Andhra Pradesh,Nellore,property_boundary,0
PID-29864,6,0,0,2,2,11.8,0.6,3,4,West Bengal,Kolkata,consumer,1
PID-53857,8,0,1,0,0,15.4,0.8,1,3,Haryana,Gurugram,rent_tenancy,1
PID-55059,4,1,1,0,1,7.3,0.8,1,4,Gujarat,Ahmedabad,rent_tenancy,1
PID-86917,3,2,0,1,0,46.5,0.4,1,1,Uttar Pradesh,Lucknow,property_boundary,0
PID-78003,7,1,2,0,2,8.8,0.6,1,6,Rajasthan,Ajmer,property_ownership,1
PID-21310,2,0,0,0,0,80.0,0.4,1,1,Telangana,Karimnagar,family_inheritance,0
PID-52418,3,0,1,0,0,57.5,0.4,1,1,West Bengal,Kolkata,property_boundary,0
PID-82533,3,0,1,0,0,63.0,0.4,1,2,Punjab,Amritsar,rent_tenancy,0
PID-28459,1,1,0,0,0,999,0.2,1,1,Madhya Pradesh,Indore,property_ownership,0
PID-66981,3,1,0,1,0,57.0,0.6,1,1,Rajasthan,Kota,property_boundary,0
PID-79499,2,1,0,0,1,76.0,0.4,1,1,Gujarat,Surat,rent_tenancy,0
PID-71498,7,2,0,0,2,16.8,0.8,1,3,Gujarat,Vadodara,rent_tenancy,1
PID-79251,2,0,0,0,0,86.0,0.4,1,1,Tamil Nadu,Salem,property_boundary,0
PID-60393,3,1,0,0,0,13.0,0.6,2,3,Haryana,Ambala,property_boundary,1
PID-44450,1,0,0,1,0,999,0.2,1,1,Karnataka,Mangaluru,other_civil,0
PID-74716,3,0,1,0,0,41.0,0.4,1,2,Kerala,Kannur,property_boundary,0
PID-67182,2,1,0,0,0,32.0,0.4,1,2,Rajasthan,Kota,rent_tenancy,0
PID-24422,3,1,0,1,1,9.0,0.4,1,3,Rajasthan,Jaipur,property_boundary,1
PID-14190,3,0,0,0,2,21.0,0.4,1,3,Tamil Nadu,Tiruchirappalli,employment,1
PID-53114,3,0,0,1,1,79.5,0.6,1,1,Telangana,Khammam,consumer,0
PID-94085,8,1,1,1,0,13.6,1.0,3,5,Punjab,Ludhiana,property_boundary,1
PID-40697,1,0,0,1,0,999,0.2,1,1,West Bengal,Asansol,consumer,0
PID-92898,3,1,0,0,0,50.0,0.6,1,1,Kerala,Thiruvananthapuram,property_ownership,0
PID-59749,5,0,1,1,0,18.2,0.6,1,2,Gujarat,Gandhinagar,rent_tenancy,1
PID-57139,7,1,0,1,0,11.0,0.8,2,6,Uttar Pradesh,Agra,property_ownership,1
PID-31377,5,1,0,1,0,16.5,0.8,2,4,Punjab,Patiala,rent_tenancy,1
PID-52799,3,2,0,1,0,53.5,0.4,1,1,Rajasthan,Kota,property_ownership,0
PID-60397,3,0,0,0,2,80.5,0.4,1,1,Madhya Pradesh,Gwalior,consumer,0
PID-56965,1,0,0,1,0,999,0.2,1,1,Haryana,Karnal,other_civil,0
PID-62313,3,0,2,0,0,51.5,0.6,1,1,Andhra Pradesh,Nellore,property_ownership,0
PID-85708,3,2,0,0,0,17.5,0.4,1,3,Kerala,Kannur,property_ownership,1
PID-33537,7,1,1,2,0,19.0,1.0,2,3,Rajasthan,Jodhpur,property_boundary,1
PID-93185,1,0,0,0,1,999,0.2,1,1,Kerala,Kochi,property_ownership,0
PID-83432,2,0,0,0,0,53.0,0.2,1,1,Maharashtra,Thane,consumer,0
PID-40909,5,1,1,2,0,16.2,0.8,2,4,Punjab,Ludhiana,property_boundary,1
PID-86298,3,0,1,1,0,64.5,0.6,1,1,Kerala,Kannur,property_boundary,0
PID-42149,3,2,0,0,0,10.0,0.4,1,3,Punjab,Patiala,rent_tenancy,1
PID-88462,3,0,0,0,0,71.5,0.4,1,1,Kerala,Kannur,neighbourhood,0
PID-25555,3,1,0,0,0,70.0,0.4,1,1,Madhya Pradesh,Ujjain,property_boundary,0
PID-94307,5,0,2,1,1,20.0,0.6,1,2,Delhi,West Delhi,rent_tenancy,1
PID-27167,2,1,0,0,0,54.0,0.4,1,1,Kerala,Kochi,property_ownership,0
PID-37422,3,0,0,0,1,62.5,0.6,1,2,Karnataka,Mangaluru,consumer,0
PID-98330,1,0,0,1,0,999,0.2,1,1,Karnataka,Mangaluru,consumer,0
PID-53639,1,1,0,0,0,999,0.2,1,1,Karnataka,Mysuru,property_boundary,0
PID-28364,3,0,0,0,0,47.0,0.4,1,1,Madhya Pradesh,Ujjain,neighbourhood,0
PID-95054,1,0,0,0,1,999,0.2,1,1,Maharashtra,Pune,consumer,0
PID-64478,5,1,1,0,0,19.5,0.8,1,2,Haryana,Panipat,rent_tenancy,1
PID-45118,1,0,1,0,0,999,0.2,1,1,Punjab,Amritsar,rent_tenancy,0
